source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
specimen_source,SPECIMEN,,Peritoneal Dialysate|Peritoneal Dialysate,,
specimen_source,TISSUE,,TISSUE|Other,,
specimen_source,CSF,,Cerebrospinal fluid,,
specimen_source,BONE_MARROW,,Marrow|Marrow,,
specimen_source,SKIN,,SKIN LESION|Arm,,
specimen_source,BUCCAL,,Buccal Swab|Buccal Swab,,
specimen_source,XXX.SWAB,,WOUND SWAB|Hand (Wound),,
specimen_source,BRONCHIAL,,BRONCHOALVEOLAR LAVAGE|Bronchial Washing,,
specimen_source,BLD,,"BLD|Line, arterial",,
specimen_source,SER_PLAS,,SER_PLAS|Other,,
specimen_source,BLD,,Blood bag|Blood bag,,
specimen_source,BLD,,Blood-Large lumen|Blood-Large lumen,,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Node,,
specimen_source,STOOL,,Stool|Stool,,
specimen_source,SPECIMEN,,TOOTHBRUSH SCRAPINGS|Brush Scrap,,
specimen_source,URINE,,URINE FOR MICRO|Urine,,
specimen_source,BLD,,"Blood|Catheter, Mediport",,
specimen_source,CSF,,BLD|Cerebral spinal fluid,,
specimen_source,BLD,,"BLD|Sputum, tracheal aspirate",,
specimen_source,BODY_FLD,,BODY_FLD|Whole blood,,
specimen_source,SPUTUM,,"Sputum, expectorated|Sputum, expectorated",,
specimen_source,CSF,,BODY_FLD|Cerebral spinal fluid,,
specimen_source,GENITAL,,Genital|Genital,,
specimen_source,SPUTUM,,"BODY_FLD|Sputum, expectorated",,
specimen_source,BLD,,BLDCO|Lab Generated Order,,
specimen_source,LIVER,,TISSUE|Liver,,
specimen_source,CSF,,CSF|Marrow,,
specimen_source,EYE,,Right eye|Right eye,,
specimen_source,SPUTUM,,BLD|Sputum,,
specimen_source,EAR,,Right ear|Right ear,,
specimen_source,URINE,,"URINE|Urine, Clean Catch",,
specimen_source,BLD,,BODY_FLD|Blood-Central line,,
specimen_source,BIL_FLD,,BILE | ,,
specimen_source,CSF,,Cerebrospinal Fluid|Other,,
specimen_source,URETHRA,,"Stent, Ureteral|Stent, Ureteral",,
specimen_source,SKIN,,SKIN LESION|Head,,
specimen_source,TISSUE,,TISSUE|Ethmoid (Tissue),,
specimen_source,SKIN,,SKIN LESION|Left_,,
specimen_source,DRAIN,,BODY_FLD|Drain,,
specimen_source,CSF,,RBC|Cerebral spinal fluid,,
specimen_source,DRAIN,,Wound drainage|Wound drainage,,
specimen_source,PERITON_FLD,,BODY_FLD|Peritoneal fluid ascites,,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Neck,,
specimen_source,BODY_FLD,,BODY_FLD|Variable,,
specimen_source,SPECIMEN,,Nephrostomy tube|Nephrostomy tube,,
specimen_source,TISSUE,,TISSUE|Mastoid,,
specimen_source,ABSCESS,,ASPIRATION FLUID|Abscess,,
specimen_source,BLD,,BLD|Variable,,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Sinus,,
specimen_source,CSF,,CSF|Pleural fluid,,
specimen_source,TISSUE,,TISSUE|Back,,
specimen_source,ABSCESS,,SER_PLAS|Abscess,,
specimen_source,SPECIMEN,,Misc body site|Misc body site,,
specimen_source,XXX.SWAB,,Swab|Buttock,,
specimen_source,SER_PLAS,,SER_PLAS|Blood bag,,
specimen_source,BRONCHIAL,,BRONCHOALVEOLAR LAVAGE|Bronchoalveolar Lavage,,
specimen_source,URINE,,URINE|Synovial fluid,,
specimen_source,URINE,,URINE|Needle Aspirate of Bladder,,
specimen_source,PERITONEUM,,"Tissue, peritoneum|Tissue, peritoneum",,
specimen_source,NAIL,,NAIL|NAIL CLIPPINGS,,
specimen_source,SER_PLAS,,SER_PLAS|Miscellaneous,,
specimen_source,CSF,,URINE|Cerebral spinal fluid,,
specimen_source,SPECIMEN,,Variable|Variable,,
specimen_source,CSF,,BLDCO|Cerebral spinal fluid,,
specimen_source,URINE,,URINE|Pericard. fld,,
specimen_source,TISSUE,,Sterile tissue|Sterile tissue,,
specimen_source,BLD,,TISSUE|Unknown (Blood),,
specimen_source,BLD,,"CSF|Blood, arterial",,
specimen_source,SKIN,,SER_PLAS|Skin,,
specimen_source,SPECIMEN,,BLD|Misc body site,,
specimen_source,BRAIN,,TISSUE|Brain,,
specimen_source,URETHRA,,URINE|Urethra,,
specimen_source,LUNG,,TISSUE|Lung,,
specimen_source,BLD,,URINE|Unknown (Blood),,
specimen_source,CSF,,Cerebrospinal Fluid|Lumbar Puncture,,
specimen_source,CSF,,CSF|Anterior nar,,
specimen_source,BLD,,Cannula|Cannula,,
specimen_source,SPECIMEN,,Brushing|Brushing,,
specimen_source,HAIR,,Hair|Hair,,
specimen_source,CSF,,CSF|Synovial fluid,,
specimen_source,TISSUE,,Nonster. tissue|Nonster. tissue,,
specimen_source,BLD,,"Blood|Catheter, Broviac",,
specimen_source,BLD,,Blood-Trough|Blood-Trough,,
specimen_source,BLD,,Blood-Dialysis arterial|Blood-Dialysis arterial,,
specimen_source,CALCULUS,,URINE|Calculus,,
specimen_source,BLD,,"BLDCO|Blood, Capillary",,
specimen_source,BLD,,Whole blood|Whole blood,,
specimen_source,URINE,,"Lab Specimen|Urine, Suprapubic",,
specimen_source,BLD,,ASPIRATION FLUID|Unknown (Blood),,
specimen_source,SPECIMEN,,Cellulitis|Cellulitis,,
specimen_source,XXX.SWAB,,Swab|Perianal (Swab),,
specimen_source,OT,,OTHER,,
specimen_source,URINE,,"Catheter, Indwelling Bladder|Catheter, Indwelling Bladder",,
specimen_source,STOOL,,URINE|Stool,,
specimen_source,SPECIMEN,,NP|NP,,
specimen_source,BLD,,"BODY_FLD|Blood, Capillary",,
specimen_source,BRONCHIAL,,URINE|Bronchial,,
specimen_source,XXX.SWAB,,Swab|Other,,
specimen_source,BLD,,"SER_PLAS|Blood, Capillary",,
specimen_source,PERITONEUM,,BODY_FLD|Peritoneum,,
specimen_source,WOUND,,TISSUE|Mastoid (Wound),,
specimen_source,URINE,,"Catheter, Straight|Catheter, Straight",,
specimen_source,SINUS,,TISSUE|Sinus,,
specimen_source,URINE,,"Lab Specimen|Urine, Straight Catheter",,
specimen_source,SKIN,,BLD|Skin,,
specimen_source,URINE,,URINE|Clean Catch Bag,,
specimen_source,BODY_FLD,,"BODY_FLD|Body fluid, unsp",,
specimen_source,BLD,,BLD|Blood-Large lumen,,
specimen_source,PERITON_FLD,,URINE|Peritoneal fluid ascites,,
specimen_source,BRONCHIAL,,BLD|Bronchial,,
specimen_source,STOOL,,CSF|Stool,,
specimen_source,CSF,,CSF|Lab Generated Order,,
specimen_source,CSF,,Cerebrospinal Fluid|Lumbar Drain,,
specimen_source,SKIN,,SKIN LESION|Leg,,
specimen_source,UN,,Unspecified|Unspecified,,
specimen_source,BONE,,ASPIRATION FLUID|Bone,,
specimen_source,URINE,,URINE|Lab Generated Order,,
specimen_source,BIL_FLD,,BLD|Bile,,
specimen_source,CSF,,CSF|Cerebral spinal fluid,,
specimen_source,URINE,,"Lab Specimen|Urine, Bagged",,
specimen_source,EAR,,ASPIRATION FLUID|Ear,,
specimen_source,BONE,,TISSUE|Bone (Tissue),,
specimen_source,TEAR,,Tears|Tears,,
specimen_source,BLD,,"BODY_FLD|Blood, arterial",,
specimen_source,URINE,,"URINE|Urine, Straight Catheter",,
specimen_source,BLD,,Blood-Central line|Blood-Central line,,
specimen_source,URINE,,Lab Specimen|Clean Catch Bag,,
specimen_source,BLD,,BLD|Cord blood,,
specimen_source,THRT,,URINE|Throat,,
specimen_source,TISSUE,,TISSUE|Leg,,
specimen_source,DRAIN,,DRAINAGE|Unknown,,
specimen_source,SWEAT,,SER_PLAS|Sweat,,
specimen_source,FIBROBLASTS,,Fibroblasts|Fibroblasts,,
specimen_source,TISSUE,,TISSUE|Unknown,,
specimen_source,BLD,,"Blood, arterial|Blood, arterial",,
specimen_source,BONE_MARROW,,BLD|Marrow,,
specimen_source,BLD,,Swab|Unknown (Blood),,
specimen_source,WOUND,,WOUND SWAB|Neck,,
specimen_source,PLAS,,BLDCO|Plasma,,
specimen_source,BLD,,"Blood, Intracardiac (right)|Blood, Intracardiac (right)",,
specimen_source,ABDOMEN.FNA,,ASPIRATION FLUID|Abdominal (Aspirate),,
specimen_source,URINE,,URINE|Urine catheter,,
specimen_source,CSF,,SER_PLAS|Cerebral spinal fluid,,
specimen_source,SINUS,,Right Sinus|Right Sinus,,
specimen_source,BLD,,"RBC|Blood, arterial",,
specimen_source,BLD,,Line|Line,,
specimen_source,BONE,,ASPIRATION FLUID|Bone (Tissue),,
specimen_source,STOOL,,Lab Specimen|Stool,,
specimen_source,VOMITUS,,Vomitus|Vomitus,,
specimen_source,BLD,,"Lab Specimen|Blood, Venous",,
specimen_source,BODY_FLD,,Ascitic Fluid|Ascitic Fluid,,
specimen_source,THRT,,RESPIRATORY|Throat Swab,,
specimen_source,BLD,,Leukocytes|Leukocytes,,
specimen_source,URINE,,URINE|Catheter tip,,
specimen_source,URINE,,"Urine, Percutaneous Renal Collection|Urine, Percutaneous Renal Collection",,
specimen_source,CSF,,|Lumbar Puncture,,
specimen_source,CERVIX,,SER_PLAS|Cervical mucus,,
specimen_source,BRONCHIAL,,BLD|Bronch asp.,,
specimen_source,SPECIMEN,,ASPIRATION FLUID|Hand,,
specimen_source,BLD,,RBC|Whole blood,,
specimen_source,BLD,,Blood|Peripheral,,
specimen_source,BLD,,CSF|Blood-Central line,,
specimen_source,XXX.SWAB,,Swab|Axilla (Swab),,
specimen_source,BRONCHIAL,,BODY_FLD|Bronchial,,
specimen_source,BLD,,Blood-Small lumen|Blood-Small lumen,,
specimen_source,STOOL,,URINE|48 hr stool,,
specimen_source,BRAIN,,ASPIRATION FLUID|Brain,,
specimen_source,URINE,,"URINE|Urine, Indwelling Catheter",,
specimen_source,URINE,,URINE|No Specimen,,
specimen_source,SKIN,,URINE|Skin,,
specimen_source,PERITONEUM,,BLD|Peritoneum,,
specimen_source,BRONCHIAL,,CSF|Bronch asp.,,
specimen_source,BLD,,"RBC|Blood, Capillary",,
specimen_source,BLD,,"BLDCO|Blood, arterial",,
specimen_source,BLD,,BRONCHOALVEOLAR LAVAGE|Unknown (Blood),,
specimen_source,SKIN,,SKIN LESION|Chest,,
specimen_source,TISSUE,,TISSUE|Back (Tissue),,
specimen_source,BODY_FLD,,BODY_FLD|No Specimen,,
specimen_source,BRAIN,,ASPIRATION FLUID|Brain (Aspirate),,
specimen_source,PERITONEUM,,CSF|Peritoneum,,
specimen_source,SINUS,,Left Sinus|Left Sinus,,
specimen_source,ISOLATE,,Fungal isolate|Fungal isolate,,
specimen_source,GAST_FLD,,Gastric fluid|Gastric fluid,,
specimen_source,CSF,,CSF|Variable,,
specimen_source,BLD,,URINE|Blood bag,,
specimen_source,SINUS,,ASPIRATION FLUID|Sinus (Tissue),,
specimen_source,URINE,,"URINE|Catheter, Indwelling Bladder",,
specimen_source,BRONCHIAL,,Bronchial|Bronchial,,
specimen_source,EAR,,SKIN LESION|Ear (Aspirate),,
specimen_source,ISOLATE,,Blood Isolate|Blood Isolate,,
specimen_source,REFERENCE_LAB_TEST,,Lab Generated Order|Lab Generated Order,,
specimen_source,SER_PLAS,,SER_PLAS|Serum,,
specimen_source,BRAIN,,ASPIRATION FLUID|Brain (Tissue),,
specimen_source,CSF,,Cerebrospinal Fluid|Ventricular Drain,,
specimen_source,TISSUE,,TISSUE|Hand,,
specimen_source,SKIN,,SKIN LESION|Skin Lesion,,
specimen_source,PERITONEUM,,ASPIRATION FLUID|Peritoneal (Aspirate),,
specimen_source,PLEURA,,ASPIRATION FLUID|Pleural,,
specimen_source,CERVIX,,ASPIRATION FLUID|Cervical,,
specimen_source,BLD,,Blood-Other (Indicate Line Site)|Blood-Other (Indicate Line Site),,
specimen_source,WOUND,,WOUND SWAB|Hand (Aspirate),,
specimen_source,SKIN,,SKIN LESION|Neck,,
specimen_source,BLD,,CSF|Whole blood,,
specimen_source,BONE,,TISSUE|Bone,,
specimen_source,TISSUE,,TISSUE|ARM (Tissue),,
specimen_source,SPECIMEN,,Decubitus|Decubitus,,
specimen_source,XXX,,No Specimen|No Specimen,,
specimen_source,WOUND,,WOUND SWAB|Other,,
specimen_source,BLD,,Blood-Dialysis venous|Blood-Dialysis venous,,
specimen_source,MILK,,Breast milk|Breast milk,,
specimen_source,TISSUE,,TISSUE|Leg (Tissue),,
specimen_source,URINE,,URINE|Catheter,,
specimen_source,TISSUE,,TISSUE|Arm,,
specimen_source,SPUTUM,,RESPIRATORY|Sputum,,
specimen_source,EYE,,Left eye|Left eye,,
specimen_source,SER_PLAS,,"SER_PLAS|Body fluid, unsp",,
specimen_source,BONE_MARROW,,"Tissue, bone marrow|Tissue, bone marrow",,
specimen_source,SER_PLAS,,SER_PLAS|Misc body site,,
specimen_source,BLD,,BLD|Anterior nar,,
specimen_source,BLD,,BLD|Whole blood,,
specimen_source,WOUND,,ASPIRATION FLUID|Hand (Wound),,
specimen_source,SPUTUM,,BRONCHOALVEOLAR LAVAGE|Sputum,,
specimen_source,EAR,,ASPIRATION FLUID|Ear (Aspirate),,
specimen_source,NOSE,,BRONCHOALVEOLAR LAVAGE|Nasal Washings,,
specimen_source,BLD,,"URINE|Blood, arterial",,
specimen_source,THRT,,Blood|Throat Swab,,
specimen_source,CSF,,"CSF|Body fluid, unsp",,
specimen_source,TISSUE,,TISSUE|Back (Wound),,
specimen_source,LUNG,,TISSUE|Right Lung,,
specimen_source,ABSCESS,,WOUND SWAB|Abscess,,
specimen_source,SKIN,,SKIN LESION|Other,,
specimen_source,STOOL,,BODY_FLD|Stool,,
specimen_source,SPUTUM,,"BLD|Sputum, expectorated",,
specimen_source,SER_PLAS,,CSF|Serum,,
specimen_source,WOUND,,ASPIRATION FLUID|Mastoid (Wound),,
specimen_source,SPECIMEN,,ASPIRATION FLUID|Finger,,
specimen_source,CSF,,CSF|Plasma,,
specimen_source,SPLEEN,,TISSUE|Spleen,,
specimen_source,PLEURA,,URINE|Pleural fluid,,
specimen_source,DRAIN,,URINE|Drain,,
specimen_source,SPUTUM,,"Sputum, tracheal aspirate|Sputum, tracheal aspirate",,
specimen_source,SKIN,,ASPIRATION FLUID|Skin Lesion,,
specimen_source,BLD,,"Blood, Intracardiac (left)|Blood, Intracardiac (left)",,
specimen_source,TISSUE,,TISSUE|Maxillary (Aspirate),,
specimen_source,STOOL,,RBC|Stool,,
specimen_source,DRAIN,,Drain|Drain,,
specimen_source,OT,,OTHER|Other,,
specimen_source,DUOD_FLD,,Duodenal fld|Duodenal fld,,
specimen_source,DUOD_FLD,,URINE|Duodenal fld,,
specimen_source,CSF,,CSF|Misc body site,,
specimen_source,ASP,,TRACHEAL ASPIRATE ,,
specimen_source,BLD,,"CSF|Blood, Capillary",,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Peritonsillar,,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Maxillary (Aspirate),,
specimen_source,ABDOMEN.FNA,,ASPIRATION FLUID|Abdominal,,
specimen_source,URINE,,URINE|Misc body site,,
specimen_source,URINE,,"URINE|Urine, Suprapubic",,
specimen_source,XXX.SWAB,,Swab|Perianal,,
specimen_source,BLD,,BLDCO|Blood-Central line,,
specimen_source,RESPIRATORY,,RESPIRATORY|Nasopharyngeal Swab,,
specimen_source,EAR,,Left ear|Left ear,,
specimen_source,BLD,,J tube|J tube,,
specimen_source,XXX.SWAB,,Swab|Conjunctival Swab,,
specimen_source,GAST_FLD,,URINE|Gastric fluid,,
specimen_source,IMPLANT_DEVICE,,ECMO Circuit|ECMO Circuit,,
specimen_source,BRONCHIAL,,BODY_FLD|Bronch asp.,,
specimen_source,CSF,,Cerebrospinal Fluid|Subdural,,
specimen_source,BLD,,BLD|Other,,
specimen_source,GENITAL,,Swab|Groin,,
specimen_source,URINE,,"URINE|Urine, Bagged",,
specimen_source,BLD,,"Body fluid, unsp|Body fluid, unsp",,
specimen_source,SPECIMEN,,"Renal upper tract, Left|Renal upper tract, Left",,
specimen_source,PERITONEUM,,URINE|Peritoneum,,
specimen_source,TISSUE,,TISSUE|Ethmoid,,
specimen_source,EAR,,ASPIRATION FLUID|Ear Aspirate,,
specimen_source,SKIN,,SKIN LESION|Unknown,,
specimen_source,CSF,,Cerebrospinal Fluid|Shunt,,
specimen_source,BRONCHIAL,,CSF|Bronchial,,
specimen_source,XXX.SWAB,,Swab|Unknown,,
specimen_source,BLD,,RBC|Blood-Central line,,
specimen_source,ABSCESS,,WOUND SWAB|Abscess (Aspirate),,
specimen_source,PERICARD_FLD,,Pericard. fld|Pericard. fld,,
specimen_source,PERITON_FLD,,Peritoneal dialysate fluid|Peritoneal dialysate fluid,,
specimen_source,SER_PLAS,,SER_PLAS|Variable,,
specimen_source,EXHL_GAS,,Breath|Breath,,
specimen_source,URINE,,"Lab Specimen|Urine, Clean Catch",,
specimen_source,BRONCHIAL,,SER_PLAS|Bronch asp.,,
specimen_source,URINE,,URINE|Unknown,,
specimen_source,BLD,,RBC|Blood-Large lumen,,
specimen_source,PERITON_FLD,,BLD|Peritoneal fluid ascites,,
specimen_source,WOUND,,Wound exudate|Wound exudate,,
specimen_source,THRT,,THRT|Throat,,
specimen_source,URINE,,URINE|Sterile tissue,,
specimen_source,TISSUE,,TISSUE|Tissue,,
specimen_source,TISSUE,,TISSUE|Neck (Aspirate),,
specimen_source,SKIN,,SKIN LESION|Abdominal,,
specimen_source,BLD,,BODY_FLD|Blood-Large lumen,,
specimen_source,BLD,,"Line, venous|Line, venous",,
specimen_source,DRAIN,,BLD|Drain,,
specimen_source,ABSCESS,,ASPIRATION FLUID|Abscess (Aspirate),,
specimen_source,BLD,,"Line, arterial|Line, arterial",,
specimen_source,CSF,,Lab Specimen|Lumbar Puncture,,
specimen_source,SPUTUM,,"BODY_FLD|Sputum, tracheal aspirate",,
specimen_source,BLD,,BRONCHOALVEOLAR LAVAGE|Right,,
specimen_source,TISSUE,,TISSUE|Neck,,
specimen_source,SPECIMEN,,Vesicle|Vesicle,,
specimen_source,DRAIN,,DRAINAGE|Gastrointestinal Tube (GT),,
specimen_source,BLD,,Umbilical blood|Umbilical blood,,
specimen_source,DRAIN,,DRAINAGE|Other,,
specimen_source,ULC,,URINE|Ulcer,,
Result unit,%{baseline},,8688,% baseli,
Result unit,10*6/uL,,8773,M/uL,
Result unit,10*3/uL,,8792,K/uL,
Result unit,10*3/uL,,8938,10 3uL,
Result unit,nmol/mmol,,9612,nmol/mmol,
Result unit,[pH],,9627,ph,
Result unit,U,,9648,U,
specimen_source,CALCULUS,,Calculus|Calculus,,
specimen_source,BLD,,BLDCO|Blood-Large lumen,,
specimen_source,LYMPH_NODE,,TISSUE|Lymph Node,,
specimen_source,PERICARD_FLD,,ASPIRATION FLUID|Pericardial,,
specimen_source,URINE,,URINE|Urine-bagged,,
specimen_source,BLD,,BLD|Blood-Central line,,
specimen_source,CSF,,Cerebrospinal Fluid|CSF,,
specimen_source,BLD,,Blood-Peak|Blood-Peak,,
specimen_source,TISSUE,,SER_PLAS|Sterile tissue,,
specimen_source,PERITON_FLD,,Peritoneal fluid ascites|Peritoneal fluid ascites,,
specimen_source,URINE,,URINE|Variable,,
specimen_source,BLD,,Cord blood|Cord blood,,
specimen_source,BLD,,BLDCO|Whole blood,,
specimen_source,URINE,,URINE|Catheter - Unspecified,,
specimen_source,CSF,,Cerebrospinal Fluid|Shunt Fluid Becker,,
specimen_source,XXX,,Miscellaneous|Miscellaneous,,
specimen_source,RECTUM,,URINE|Rectum,,
specimen_source,BONE,,TISSUE|Bone (Aspirate),,
specimen_source,BLD,,Blood-A line|Blood-A line,,
specimen_source,URINE,,"URINE|Catheter, Straight",,
specimen_source,URINE,,"Lab Specimen|Urine, Indwelling Catheter",,
specimen_source,SER_PLAS,,SER_PLAS|Plasma,,
specimen_source,BLD,,G tube|G tube,,
specimen_source,URINE,,URINE|Other,,
specimen_source,URINE,,"URINE|Body fluid, unsp",,
specimen_source,URINE,,URINE|Bag,,
specimen_source,STOOL,,BLDCO|Stool,,
specimen_source,BLD,,BLD|Blood-A line,,
specimen_source,PERITONEUM,,ASPIRATION FLUID|Peritoneal,,
specimen_source,PROVIDER,,D/C'd unit|D/C'd unit,,
specimen_source,BLD,,URINE|Blood-Central line,,
specimen_source,BODY_FLD,,ASPIRATION FLUID|Cellulitis (Aspirate),,
specimen_source,TISSUE,,TISSUE|Node,,
specimen_source,SPECIMEN,,Axilla|Axilla,,
specimen_source,BLD,,Blood-White lumen|Blood-White lumen,,
specimen_source,URETHRA,,Urethra (male)|Urethra (male),,
specimen_source,XXX.SWAB,,WOUND SWAB|Gastrointestinal Tube (GT),,
specimen_source,CSF,,Blood|Lumbar Puncture,,
specimen_source,ABSCESS,,Wound abscess|Wound abscess,,
specimen_source,ASP,,OTHER|Tracheal Aspirate,,
specimen_source,ASP,,Bronch asp.,,
specimen_source,ULC,,ULCER ,,
specimen_source,ULC,,Ulcer,,
specimen_source,CTP,,Catheter tip,,
specimen_source,ULC,,"Tissue, ulcer",,
specimen_source,ASP,,Gastric Asp.,,
specimen_source,ASP,,ASPIRATION FLUID,,
specimen_source,CTP,,"Catheter, Other",,
specimen_source,VAG,,VAGINAL ,,
specimen_source,NPH,,NASOPHARYNGEAL ,,
specimen_source,CVX,,Cervix,,
specimen_source,CTP,,IV CATHETER TIP ,,
specimen_source,XXX.SWAB,,OTHER|Other_SW (Specify in Comments),,
specimen_source,VAG,,"Genital, vaginal",,
specimen_source,RECTUM,,Rectal Swab,,
specimen_source,ASP,,GASTRIC ASPIRATE,,
specimen_source,ASP,,ASPIRATE ,,
specimen_source,SEMEN,,Seminal fluid,,
specimen_source,GENITAL_FLD,,VAGINAL SECRETIONS,,
specimen_source,CTP,,CATHETER TIP ,,
specimen_source,ASP,,Trach Asp|,,
specimen_source,PERITONEUM,,Omentum|Omentum,,
specimen_source,SPECIMEN,,U Indwelling Cath|,,
specimen_source,TRAC,,Tracheost Site|,,
specimen_source,ASP,,Endotrac Aspirate|,,
specimen_source,CTP,,Cath Tip|,,
specimen_source,SPECIMEN,,Vent Tip|,,
specimen_source,URINARY_BLADDER,,U Bladder Tap|,,
specimen_source,URINARY_BLADDER,,U Bladder Wash|,,
specimen_source,SPECIMEN,,U CC|,,
specimen_source,NPH,,Nasopharynx|,,
specimen_source,ULC,,Decub Ulcer|,,
specimen_source,ULC,,Ulcer|,,
specimen_source,URINARY_BLADDER,,from bladder|,,
specimen_source,ASP,,endotrachial aspirate|,,
specimen_source,URINARY_BLADDER,,Bladder Plate|,,
specimen_source,ASP,,tracheal aspirate|,,
specimen_source,ASP,,ASPIRATION FLUID|Knee,,
specimen_source,BLD_URINE,,URINE|Whole blood,,
specimen_source,CALCULUS,,SER_PLAS|Calculus,,
specimen_source,ASP,,ASPIRATION FLUID|Cyst,,
specimen_source,ASP,,GASTRIC ASPIRATE|Gastric Aspirate,,
specimen_source,ASP,,ASPIRATION FLUID|Cellulitis (Wound),,
specimen_source,PERITONEUM,,SER_PLAS|Peritoneum,,
specimen_source,BURN,,SER_PLAS|Burn,,
specimen_source,BRAIN,,TISSUE|Brain (Tissue),,
specimen_source,NASAL_FLUID,,Nasal Wash|Nasal Wash,,
specimen_source,CTP,,Catheter tip|Catheter tip,,
specimen_source,CTP,,"Catheter, Other|Catheter, Other",,
specimen_source,PLAS_BLD,,BLD|Plasma,,
specimen_source,ASP,,ASPIRATION FLUID|Cellulitis,,
specimen_source,ASP,,URINE|Gastric Asp.,,
specimen_source,NOSE,,RESPIRATORY|Nasal Swab,,
specimen_source,BLD_URINE,,"URINE|Blood, Capillary",,
specimen_source,SER_PLAS_BLD,,SER_PLAS|Blood-White lumen,,
specimen_source,BRONCHIAL,,Bronch asp.|Bronch asp.,,
specimen_source,SER_PLAS_BLD,,SER_PLAS|Whole blood,,
specimen_source,ASP,,ASPIRATION FLUID|Mediastinal (Aspirate),,
specimen_source,PLR_FLD,,BLD|Pleural fluid,,
specimen_source,ULC,,"Tissue, ulcer|Tissue, ulcer",,
specimen_source,SER_PLAS_BLD,,SER_PLAS|Blood-Central line,,
specimen_source,PLR_FLD,,SER_PLAS|Pleural fluid,,
specimen_source,CTP,,Lab Specimen|Catheter,,
specimen_source,NOSE,,Anterior nar|Anterior nar,,
specimen_source,SER_PLAS_BLD,,SER_PLAS|Cord blood,,
specimen_source,EYE,,TISSUE|Corneal,,
specimen_source,GENITAL_FLD,,"BODY_FLD|Genital, vaginal",,
specimen_source,SYNV_FLD,,BODY_FLD|Synovial fluid,,
specimen_source,ASP,,URINE|Bronch asp.,,
specimen_source,ASP,,ASPIRATION FLUID|Finger (Wound),,
specimen_source,ASP,,ASPIRATION FLUID|Pleural (Aspirate),,
specimen_source,URINE+SER_PLAS,,URINE|Serum,,
specimen_source,BLD_URINE,,URINE|Blood-Large lumen,,
specimen_source,SYNV_FLD,,ASPIRATION FLUID|Synovial Fluid,,
specimen_source,STOOL,,Meconium|Meconium,,
specimen_source,CVX,,Endocervix|Endocervix,,
specimen_source,ASP,,ASPIRATION FLUID|Neck (Aspirate),,
specimen_source,SER_PLAS_BLD,,"SER_PLAS|Blood, arterial",,
specimen_source,PLR_FLD,,Pleural fluid|Pleural fluid,,
specimen_source,BLD_URINE,,"URINE|Blood, Venous",,
specimen_source,NPH,,Nasopharyngeal Swab|Nasopharyngeal Swab,,
specimen_source,SER_PLAS_BLDV,,"SER_PLAS|Blood, Venous",,
specimen_source,SYNV_FLD,,Synovial fluid|Synovial fluid,,
specimen_source,NPH,,BRONCHOALVEOLAR LAVAGE|Nasopharyngeal Swab,,
specimen_source,ASP,,ASPIRATION FLUID|Maxillary,,
specimen_source,SER_PLAS+STOOL,,SER_PLAS|Stool,,
specimen_source,BODY_FLD+SER_PLAS,,BODY_FLD|Plasma,,
specimen_source,ASP,,Gastric Asp.|Gastric Asp.,,
specimen_source,ASP,,ASPIRATION FLUID|Other,,
specimen_source,VAG,,"BLD|Genital, vaginal",,
specimen_source,VAG,,"Genital, vaginal|Genital, vaginal",,
specimen_source,BODY_FLD+SER_PLAS,,BODY_FLD|Serum,,
specimen_source,ASP,,Needle Aspirate of Bladder|Needle Aspirate of Bladder,,
specimen_source,SYNV_FLD,,SER_PLAS|Synovial fluid,,
specimen_source,SER_PLAS_BLD,,SER_PLAS|Blood-Large lumen,,
specimen_source,CTP,,|Catheter,,
specimen_source,NASAL_FLUID,,RESPIRATORY|Nasal Washings,,
specimen_source,SYNV_FLD,,BLD|Synovial fluid,,
specimen_source,TISSUE,,TISSUE|Cardiac Tissue,,
specimen_source,WOUND,,WOUND SWAB|Buttock,,
specimen_source,ISOLATE,,Bact. isolate|Bact. isolate,,
specimen_source,PERITON_FLD,,CSF|Peritoneal fluid ascites,,
specimen_source,ASP,,ASPIRATION FLUID|Perianal,,
specimen_source,ASP,,ASPIRATION FLUID|Mediastinal,,
specimen_source,TRAC,,RESPIRATORY|Tracheal Aspirate,,
specimen_source,ASP,,BLD|Gastric Asp.,,
specimen_source,ASP,,ASPIRATION FLUID|Dialysate Water,,
specimen_source,PERITON_FLD+SER_PLAS,,SER_PLAS|Peritoneal fluid ascites,,
specimen_source,PLAS+URINE,,URINE|Plasma,,
specimen_source,SEMEN,,Seminal fluid|Seminal fluid,,
Result unit,/uL,,8785,/cumm,
Result unit,10*3/uL,,8961,K/cumm,
Result unit,10*6/uL,,8931,M/cumm,
Result unit,{cells}/uL,,8888,cells/cumm,
Result unit,10*3/uL,,8961,k/cumm,
Result unit,10*6/uL,,8931,m/cumm,
Result unit,/uL,,8785,per cumm,
Result unit,cm[H2O],,44777590,cm h2o,
Result unit,%{normal},,8648,% normal,
Result unit,{index_val},,8779,index,
Result unit,{CAE'U},,8998,cae,
